2026-04-01 15:07:26 | INFO     | PID:72352 | agentkernel_distributed.mas.pod.pod_manager:_init_adapters:57 - PodManager: Initializing data adapters for initial data loading...
2026-04-01 15:07:28 | INFO     | PID:72352 | agentkernel_distributed.mas.pod.pod_manager:_init_adapters:89 - PodManager: Adapter 'RedisKVAdapter' initialized successfully.
2026-04-01 15:07:28 | INFO     | PID:72352 | agentkernel_distributed.mas.pod.pod_manager:init:142 - Created 6 MasPod handles.
2026-04-01 15:07:35 | INFO     | PID:54124 | agentkernel_distributed.mas.pod.mas_pod:__init__:67 - [pod_0] Actor process created with PID 54124.
2026-04-01 15:07:35 | INFO     | PID:54124 | agentkernel_distributed.mas.pod.mas_pod:init:79 - [pod_0] Starting full internal initialization...
2026-04-01 15:07:35 | INFO     | PID:54124 | agentkernel_distributed.mas.pod.mas_pod:_init_adapters:187 - [pod_0] Initializing data adapters...
2026-04-01 15:07:35 | INFO     | PID:112852 | agentkernel_distributed.mas.pod.mas_pod:__init__:67 - [pod_1] Actor process created with PID 112852.
2026-04-01 15:07:35 | INFO     | PID:112852 | agentkernel_distributed.mas.pod.mas_pod:init:79 - [pod_1] Starting full internal initialization...
2026-04-01 15:07:35 | INFO     | PID:112852 | agentkernel_distributed.mas.pod.mas_pod:_init_adapters:187 - [pod_1] Initializing data adapters...
2026-04-01 15:07:35 | INFO     | PID:101868 | agentkernel_distributed.mas.pod.mas_pod:__init__:67 - [pod_2] Actor process created with PID 101868.
2026-04-01 15:07:35 | INFO     | PID:101868 | agentkernel_distributed.mas.pod.mas_pod:init:79 - [pod_2] Starting full internal initialization...
2026-04-01 15:07:35 | INFO     | PID:101868 | agentkernel_distributed.mas.pod.mas_pod:_init_adapters:187 - [pod_2] Initializing data adapters...
2026-04-01 15:07:35 | INFO     | PID:124676 | agentkernel_distributed.mas.pod.mas_pod:__init__:67 - [pod_3] Actor process created with PID 124676.
2026-04-01 15:07:35 | INFO     | PID:124676 | agentkernel_distributed.mas.pod.mas_pod:init:79 - [pod_3] Starting full internal initialization...
2026-04-01 15:07:35 | INFO     | PID:124676 | agentkernel_distributed.mas.pod.mas_pod:_init_adapters:187 - [pod_3] Initializing data adapters...
2026-04-01 15:07:35 | INFO     | PID:33944 | agentkernel_distributed.mas.pod.mas_pod:__init__:67 - [pod_4] Actor process created with PID 33944.
2026-04-01 15:07:35 | INFO     | PID:33944 | agentkernel_distributed.mas.pod.mas_pod:init:79 - [pod_4] Starting full internal initialization...
2026-04-01 15:07:35 | INFO     | PID:33944 | agentkernel_distributed.mas.pod.mas_pod:_init_adapters:187 - [pod_4] Initializing data adapters...
2026-04-01 15:07:35 | INFO     | PID:52508 | agentkernel_distributed.mas.pod.mas_pod:__init__:67 - [pod_5] Actor process created with PID 52508.
2026-04-01 15:07:37 | INFO     | PID:54124 | agentkernel_distributed.mas.pod.mas_pod:_init_adapters:221 - [pod_0] Adapter 'RedisKVAdapter' initialized successfully.
2026-04-01 15:07:37 | INFO     | PID:54124 | agentkernel_distributed.mas.pod.mas_pod:init:85 - [pod_0] Adapters initialized.
2026-04-01 15:07:37 | INFO     | PID:54124 | agentkernel_distributed.mas.pod.mas_pod:_init_environment:283 - [pod_0] Environment proxy initialized.
2026-04-01 15:07:37 | INFO     | PID:54124 | agentkernel_distributed.mas.pod.mas_pod:_init_action:264 - [pod_0] Action proxy initialized.
2026-04-01 15:07:37 | INFO     | PID:54124 | agentkernel_distributed.mas.pod.mas_pod:_init_agent_manager:241 - [pod_0] AgentManager initialized with 5 agents.
2026-04-01 15:07:37 | INFO     | PID:54124 | agentkernel_distributed.mas.pod.mas_pod:_init_controller:298 - [pod_0] Controller instance created.
2026-04-01 15:07:37 | INFO     | PID:54124 | agentkernel_distributed.mas.pod.mas_pod:init:96 - [pod_0] Full initialization complete. Managing 5 agents.
2026-04-01 15:07:37 | INFO     | PID:112852 | agentkernel_distributed.mas.pod.mas_pod:_init_adapters:221 - [pod_1] Adapter 'RedisKVAdapter' initialized successfully.
2026-04-01 15:07:37 | INFO     | PID:112852 | agentkernel_distributed.mas.pod.mas_pod:init:85 - [pod_1] Adapters initialized.
2026-04-01 15:07:37 | INFO     | PID:112852 | agentkernel_distributed.mas.pod.mas_pod:_init_environment:283 - [pod_1] Environment proxy initialized.
2026-04-01 15:07:37 | INFO     | PID:112852 | agentkernel_distributed.mas.pod.mas_pod:_init_action:264 - [pod_1] Action proxy initialized.
2026-04-01 15:07:37 | INFO     | PID:112852 | agentkernel_distributed.mas.pod.mas_pod:_init_agent_manager:241 - [pod_1] AgentManager initialized with 5 agents.
2026-04-01 15:07:37 | INFO     | PID:112852 | agentkernel_distributed.mas.pod.mas_pod:_init_controller:298 - [pod_1] Controller instance created.
2026-04-01 15:07:37 | INFO     | PID:112852 | agentkernel_distributed.mas.pod.mas_pod:init:96 - [pod_1] Full initialization complete. Managing 5 agents.
2026-04-01 15:07:37 | INFO     | PID:101868 | agentkernel_distributed.mas.pod.mas_pod:_init_adapters:221 - [pod_2] Adapter 'RedisKVAdapter' initialized successfully.
2026-04-01 15:07:37 | INFO     | PID:101868 | agentkernel_distributed.mas.pod.mas_pod:init:85 - [pod_2] Adapters initialized.
2026-04-01 15:07:37 | INFO     | PID:101868 | agentkernel_distributed.mas.pod.mas_pod:_init_environment:283 - [pod_2] Environment proxy initialized.
2026-04-01 15:07:37 | INFO     | PID:101868 | agentkernel_distributed.mas.pod.mas_pod:_init_action:264 - [pod_2] Action proxy initialized.
2026-04-01 15:07:37 | INFO     | PID:101868 | agentkernel_distributed.mas.pod.mas_pod:_init_agent_manager:241 - [pod_2] AgentManager initialized with 5 agents.
2026-04-01 15:07:37 | INFO     | PID:101868 | agentkernel_distributed.mas.pod.mas_pod:_init_controller:298 - [pod_2] Controller instance created.
2026-04-01 15:07:37 | INFO     | PID:101868 | agentkernel_distributed.mas.pod.mas_pod:init:96 - [pod_2] Full initialization complete. Managing 5 agents.
